Cleaned_Dialogue,Song Recommendations
fine go learn qualified instructor dont come cryingto everyones sick tired hearing play,Duality
uhh chandlers,♾
listen im elizabeths bathroom…,Heaven and Hell - 2008 Remaster
ii got really hot leather pants took theymust shrunk thethe sweat ororor legs expanded heat look iicant put back cant,Monster
oh quite situation uh see like powder,Toxicity
umm see any—oh,Heaven and Hell - 2008 Remaster
ohh ii see lotion lotion work,Smooth Criminal - 2012 Remaster
theyre still theyre still coming man lotion thepowder made paste,Wrong
really uhh color,Cotton Eye Joe
well im just—if paste matches pants make yourselfa pair paste pants wont know difference,Moves Like Jagger
oh joey problem,Demons
oh well youre timing couldnt better putting fires overthe place,Painkiller
whatwhat,goosebumps
oh nononono dont want know,All We Know
dont care rach look tired guy knows thesecrets cant tell anyone,Duality
youre supposed gossiping,B.Y.O.B.
ross umm youve long time im starting getkinda freaked,Collar Full
lets leave lights,Lose Yourself
problem,Then We'll Talk
cant talk dont fancy ad yellow pages,Sugar
uhhuh,Body (Remix) [feat. ArrDee
heard pants im sorry,Way down We Go
year supposed great second day ima loser stupid leather pants dont even fit,Middle Of A Breakup
youre loser,Whatever It Takes
see ben doesnt think youre loser thinks youre cowboy nowthats something,Paradise
okay everythings wrapped think im im gonna godo laundry,Calm Down
okay im gonna go im gonna go airport figure hangaround long enough someones bound leave one planes unattended,The Ballad of Mona Lisa
umm,Bleed
im gonna tell found would beokay could talk right,Royals
well wouldnt secret yeah would okay yeahyeah,Body (Remix) [feat. ArrDee
oh cant tell tell know,Attention
cant tell know,Toxicity
dont know,Sugar
chandler monica oh unbelievable long youknown,Beautiful Alien (feat. AI AM) - Radio Edit
hey raining dont want fly rain so…,B.Y.O.B.
uhhuh one,ZT (3x3)
arent guys movie,Bleed
well ross talking loud phone threw usout,In Waves
talk loud movie loud,Painkiller
well yet hes calling everyone side family hopingthat someone help get touch,Attention
ross way suck family,I Bet My Life
oh nononononono vomit tux nono vomit tux,Toxicity
vomit tux vomited on—yknow joe,Toxicity
well im telethon thing tv agent got job ascohost,E1 (3x3)
ugh pbs,B.Y.O.B.
whats wrong pbs,Bad Liar
ugh whats,Bleed
don’t like pbs pheebs,Bad Liar
okay cause right mom killed thisreally bad place yknow personally thought itd make feel better iwrote,Falling
well yknow lot muppets dont thumbs,Bad Liar
got lousy key chain time living boxi didnt keys,All We Know
im sorry pheebs yknow wanted good deedlikelike babies,Somebody That I Used To Know
isnt good deed wanted get tv totallyselfish,Symphony Of Destruction - Remastered 2012
whoa whoa whoa babies brothertalk selfish,Symphony Of Destruction - Remastered 2012
whatwhat talking,Bleed
yeah its… yknow theres—no may,Toxicity
thats people selfish,I Write Sins Not Tragedies
calling selfish,Duality
im gonna find selfless good dead im gonna beat evilgenius,Believer
ross im ringing say stop harassing relatives goodbye,Duality
wait look wait okay hang im gonna keep callingim gonna im gonna call everyone england thats takes get talkto,Duality
look youre wife werewere married yknow ii love ii reallymiss,Die For You
miss well least think,Bohemian Rhapsody
doesnt exist,Bleed
uhh yeah uh uh uh mightve mentioned,Bleed
ohh hes really shy ii don’t think hes meeting everyoneyet,Heathens
yeah dont think hes meeting everyone yet,Don't Let The Light Go Out
don’t care wanna meet guy whos best sex everhad,Cake By The Ocean
wants move london,Thunder
whatwhatwhat gonna,Monster
phone,Boss Bitch
gary collins host youll answering phones,Lose Yourself
dont seem understand see dr drake remoray,Royals
cannot believe cant find selfless good deed yknow old guythat lives next well snuck andand raked leaves hisfront stoop caught forcefed cider cookies felt wonderfulthat old jackass,Body Moves
maybe joeys right maybe good deeds selfish,Painkiller
find selfless good deed cause gave birth threechildren let raised world joey right,Raining Blood
youre cooking stove mean new secretboyfriend better bed richard,Beautiful Alien (feat. AI AM) - Radio Edit
well yknow iii think im gonna respect privacy new secretboyfriend,Houdini (feat. Swarmz & Tion Wayne)
mean guy,Chop Suey!
right emily much love im sorry cant move londonwithout ben,Done for Me (feat. Kehlani)
understand would difficult,Psychosocial
dont know just…,Bleed
ohohokay butbut,Chop Suey!
im idiot,Nothing Else Matters
ross theres one thing really scares still,Alone
well understand humiliating thataltar front entire family friends,Symphony Of Destruction - Remastered 2012
know sorry,Nothing Else Matters
decided forgive seeing airport catchingour plane,I Don’t Wanna Live Forever (Fifty Shades Darker)
sorry,Free Bird - Edit
mean canti cant room drives mad justthinking room,Rolling in the Deep
right ill come new york well try make work,Moves Like Jagger
oohohh,Trndsttr
nonono promise never see rachel,Cirice
cant—what tell,Toxicity
yeah cant exactly see emily mean thats wife,"Circle of Life (From ""The Lion King"") - From ""The Lion King"" Soundtrack"
cannot,Astronaut In The Ocean
uh listen need broiling pan joey borrowed day,Attention
oh uh yeah used duck throwing upcaterpillars,Heaven and Hell - 2008 Remaster
yknow champ think ill pass,Psychosocial
yknow bee probably died stung ya,Laid to Rest
back 30 seconds people,Thunder
hey excuse would mind switching,Kaer Morhen
magic eight ball cant serious cant make decisionwith toy,American Idiot
ooh toy,Immigrant Song - Remaster
200 sure pheebs mean,Chop Suey!
dont little good donating money,Bad Liar
sucks saving buy hamster,Middle Of A Breakup
hamster things like 10 bucks,All We Know
mean nothing call girls ask whichwouldnt take long im together oh…my…god,Señorita
ow,New Rules
yknow wasnt part,Bleed
stella remember shes gettin grove back like 20 minutes,Sandstorm
yeah uh totally forgot mind take rain checkim waiting call emily,Trndsttr
sure guess hey hear dont go london yay,Old Town Road
well dont talk maybe help,It's My Life
youyou cant help mean kinda without yourhelp,Toxicity
well ii know im im saying youneed somebody talk to… hi,Africa
never done,Immigrant Song - Remaster
nope,All We Know
new swede jacket looks really expensive,Kaer Morhen
get nails done,Bleed
wait cant take money,Paranoid - 2012 - Remaster
im making change need change bus,Wait and Bleed
cant leave dollar money poor,Ain't No Rest for the Wicked
im poor gotta take bus,Middle Of A Breakup
im sorry man hey yknow make somethinghappen yknow likelike write play write movie huh mean whatabout,There's a Good Reason These Tables Are Numbered Honey
wait second could star,Can't Hold Us (feat. Ray Dalton)
cant write yknow mean iiim actor dont disciplinethat takes yknow cant,Middle Of A Breakup
ill help yeah ill make schedule make sure stick toit plus itll give something,Alors on danse - Radio Edit
saw danny getting subway girl armaround,Savage Love (Laxed - Siren Beat)
oh honey im sorry,Somebody That I Used To Know
well fault meddled ourrelationship,Duality
thing everything going according theplan,Whatever It Takes
oh god stop plan saw girlwho cares doesnt mean anything look youre going go date withdanny youre going charming hes gonna forget stupid subwaygirl,American Idiot
kinda stupid youre right right im gonna go thedate im gonna go date new plan,Astronaut In The Ocean
hey spell suspicious,Then We'll Talk
think character going suspicious stuff,No Time for Caution
youre driving crazy,Symphony Of Destruction - Remastered 2012
okay ill stop,Young Dumb & Broke
well suck least suck mans game,B.Y.O.B.
chandler cant playing games ross gonna home soon haveto write five whole pages im gonna stick schedule,Attention
well play next 30 minutes write getshome,I Dunno (feat. Dutchavelli & Stormzy)
right need little lighter fluid,The Ballad of Mona Lisa
okay careful okay wanna get security depositback,I Bet My Life
yeah think said goodbye invented hammer darts,Can't Hold Us (feat. Ray Dalton)
even remember part wall spackle,Toxicity
yeah thats uh game playing,Not Afraid
helping career huh thought wanted actor notthe creator crazy lawsuit game,Then We'll Talk
id love ask uh sisters visiting think shesasleep couch,I Write Sins Not Tragedies
dead im gonna get,Monster
look like ashtray,Toxicity
look like urinal,Bad Liar
well yeah im gonna take anymore crap okay mrs nicebucket,American Idiot
uh dont brothers dont know uh guyswrestle,Schism
uh weighted 200 pounds,Bad Liar
oh youre kidding,Bleed
yeah yknow…wrestley guess thats normal,Toxicity
wanna go right cause ill take right buddy wannago,Enter Sandman
reason youre joey youre boredokay fault youre unemployed,B.Y.O.B.
unemployed im sabbatical,Calm Down
heyhey guys hey settle friendly game offireball huh ill go unhook smoke detectors,You Just Haven't Thought of It Yet
didnt said would never,B.Y.O.B.
oh yknow thing happened one time,Speed of Sound
dont remember jogging park saw reallypretty bird wanted take picture—i didnt camera,Kaer Morhen
oh yeah first chasing churo guy isnt jogging,New Rules
oh damn got pants,I Write Sins Not Tragedies
wed better take pants upstairs stains gonna set,I Dunno (feat. Dutchavelli & Stormzy)
unbelievable,Cake By The Ocean
dont believe theyre brother sister,Heaven and Hell - 2008 Remaster
uh phoebe weve getting complaints uh gonna move aless highprofile spot,I Bet My Life
look either leave remove,New Rules
yeah uh yknow uh lets skip,I Bet My Life
umm youyou sister seem umm special bondand…,Señorita
okay listen really like okay think go somewhere sowhat im close family gonna let stand way us,Sugar Soaker
well uh ii dont know see whenwhen put way yknow itdoes sort of…,Chop Suey!
oh hey theres kids playing street wanna go downthere give project ruin day,C'mon - Single Version
hey ball maybe stick razor blades teachthem new game gonna need stitches ball,Duality
dude ross tore tickets,All We Know
guess dont many distractions easier tofocus huh,Calm Down
yeah also dont somebody breathing neck allthe live long day,Symphony Of Destruction - Remastered 2012
yesterday really wrong sorry,♾
im sorry,Don't Let The Light Go Out
sorry ross,Somebody That I Used To Know
new perfume dont come closer,The Ballad of Mona Lisa
oh yknow joey sick,I Write Sins Not Tragedies
disgusting,Symphony Of Destruction - Remastered 2012
can’t,Eye For an Eye
oh don’ti don’t know,Toxicity
huh,Toxicity
yeah actually think we’re gonna take rented movie,I Made It
oh won’t say ‘no’ movie,Thunder
uh pheebs actually kinda wanted alone,Pull Me Under
shh get,Monster
right—hey don’t look you’re one whowanted come look stupid,Symphony Of Destruction - Remastered 2012
she’s sleeping,Kaer Morhen
know quickquick question quick question one,LA Devotee
can’t believe,Somebody That I Used To Know
let make milk i’m anyway,Pumped Up Kicks
okay bummed second sister died huh,Northern Downpour
second sister dies,Blackwater Park
second sister dies,I Don’t Wanna Live Forever (Fifty Shades Darker)
seriously y’know contracts gave overnightthem,New Rules
okay please tell one jokes thati don’t get,Chop Suey!
rach i’m sorry didn’t give contracts,Build God
i’m telling never gave,Build God
y’know tag went office would see thosecontracts sitting desk,Whatever It Takes
would see looking embarrassed,Build God
maybe would see looking embarrassed talking onthe phone crotch,Symphony Of Destruction - Remastered 2012
right won’t go it’s stuck,Bad Liar
oh whoawhoa wait minute,Chop Suey!
yeah oh yeah you’ll fine itit’ll uh like bungyjumping y’know instead bouncing back youyou won’t,Thunder
smack head concrete,goosebumps
well i’m gonna lie joey it’s possibility,Bad Liar
ross nono stop i’m jumping okay look anaudition tomorrow can’t go break leg,Nightmare
imagine gave morning theafternoon,Chop Suey!
