Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
hmmm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ohh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
we’re sorry honey,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative
heels,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
ohhh boy feel bad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
bad,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
you’re smoking,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
well actually yesterday smoking today i’mi’m smoking still,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
would start chewing quitting gum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look i’m telling like parents divorce whichis started smoking first place,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Negative
weren’t nine,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Negative
yeahhh i’m tellin’ ya something ah first smoke afternap time,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
hi uhh guys plans weekend mysister hold said could use cabin weekend go skiinghuh i’m asking first right mean i’m playing rules,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
chandler you’re smoking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
wait really ‘cause mine get tickets,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
look guys wanna say really really appreciate spendingthis time it’s pretty hard time right wanna saythanks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
we’re really sorry um ask us first,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yknow stay i’m gonna stay ‘cause last timei went skiing afraid jump chair lift went around around,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Negative
uh pheebs kinda need drive us yourgrandmother’s cab yknow i’ll stay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
noo i’ll stay he’s brother,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative
pity stay,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
pity food yknow that’s okay right don’t need anyof stay okay nobody stays,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
well might well offer stay,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
think he’s still mad us,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
sign say,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
‘no smoking’ sign there’s smoking mygrandmother’s cab,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
chandler unscheduled stops go stop gas,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
oh come there’s rest stop right come ireally goooooooooo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
ow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
oh nononononono,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
relax okay iii get open anybody coat hanger,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
oh op wait minute took shirt putit morning,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
look need wire something jimmy oh hey one guysgive underwire bra,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
whoever biggest boobs biggest bra therefore thebiggest wire,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
getting bra,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
wanna get back car need wire call,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
mine deceptively small mean iii actuallysometimes ststuff bra,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
ladies ladies let’s compromise okay phoebe rachel takeoff monica’s bra,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well thought littered crying indian might come andsave us,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
least let smoke good part,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Negative
well oh ah wondering split youget tape half last episode,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
he’s sleeping,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh thought guys got married uh january,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative
sooo anyway,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
umm candles champagne yeah anniversaries great ‘cause youknow love lasts forever yknow nothing like lifetime money bank sorachel broke,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh god ross sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yknow want talk much shouldprobably could really get free dinner tomorrow night,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
freemont westwestmont ah westburg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
don’t know i’m sorry always slept back wedrove,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
ugh okay well somebody come save us,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Negative
mean seen car come last hour ahalf think call ross maybe get car come pick us,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
oh yeah smokey joe got half way highway collapsed,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Negative
smoking,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
well it’s unsettling,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
ate bug,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
listen ross ran gas don’t know sowe can’t get tow truck,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well oh i’m sorry car broke pheebs i’m littletoo busy real friends right please call let know gothome safely okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
listen know you’re gonna ‘cause you’re nota jerk okay either sulk half hour go pick orsave us time sulk car,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
rachel doesn’t want,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look iii sorry rachel dumped ‘cause fell lovewith mark guy innocent victim don’t punishyour friends rachel,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
slept another woman,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
that’s ‘help’ spelled backwards helicopters canread air,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
huh what’s doofus spelled backwards,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
arrrghh,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
oh horrible it’s horrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
guys think ask ross come along,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
know rachel mean even gonna ask,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
umm ah might okay ross came skiing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,Negative
wasn’t gonna ask,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
guys unbelievable cannot come,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
excuse,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
it’s horrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
would even want come ross you’re horrible skier,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
ohoh hitting hurts ski skills,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
ii can’t handle guys,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yknow handle handle’s middle name actuallyit’s ah middle part first name,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
oh i’m sorry speaking sleeping someoneelse,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
break,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
yknow ross don’t put,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yknow right wrong,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
think it’s obvious who’s wrong,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
obviously joey,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
okay good right let’s get back car ‘causeit’s freezing chest unsupported,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh wait wait second mean who’s goingwith,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
right we’ll call get back,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
rodeo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
bye,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
ahh nooo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh great listen oh get whole new battery got thebest one could ‘cause that’s want skimp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
yeah well came 112 hell call even110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
ah took pretty hard watching goyknow,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative
theres nothing tell hes guyi work,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
cmon youre going guy theresgotta something wrong,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
wait eat chalk,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
cause dont want go throughwhat went carl oh,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
alright im back high school imstanding middle cafeteria realize totally naked,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
instead,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
sudden phone starts ring,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
werent looking atyou,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
finally figureid better answer,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
feel like someone reached mythroat grabbed small intestine pulled mouth tied around myneck,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
cookie,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
ohh,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
dont stop cleansing aura justleave aura alone okay,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
fine murky,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
dont,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
dont hell left,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
okay everyone keep fixating onthat didnt know know,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
oh really thathysterical phone call got woman sobbing 300 ill never havegrandchildren,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
alright ross look youre feeling lot ofpain right youre angry youre hurting tell answer,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
strip joint cmon youre single somehormones,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
dont want single okay ijust wanna married,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
oh god monica hi thank god went toyour building werent guy big hammer said might behere,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
wanna tell us waitingfor four wet bridesmaids,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
wasnt invited wedding,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Negative
ooh kinda hoping wouldnt anissue,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
let go ofmy hair head fall,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
say push stairs,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
push stairs push stairs push stairs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Negative
cmon daddy listen like itslike life everyone always told youre shoe youre shoe youre ashoe youre shoe today stopped said dont wanna ashoe wanna purse yknow hat im saying want youto buy hat im saying ha metaphor daddy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
see hed trouble,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
look daddy life well maybe illjust stay monica,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well guess weve established whosstaying monica,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well maybe thats decision well maybei dont need money wait wait said maybe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
joey stop hitting weddingday,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
please dont ahorrible sound,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
maybe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
rach wait cancel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
im sorry didnt catch name paulwas,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
wandering,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
heres little tip shereally likes rub neck spot untilit starts get little red,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
well kinda supposed headed foraruba honeymoon nothing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh wish could dont want,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
im thinking weve got abookcase,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
would tosay lshaped bracket,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
done bookcase,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
heyheyheyhey youregonna start stuff outta,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
yes please dont spoilall fun,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
ross let ask question got thefurniture stereo good tv get,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
got screwed,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
know know im idiot guess ishould caught started going dentist four five times week imean clean teeth get,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
brothers going right nowhes mess get,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well might try accidentally breakingsomething valuable say,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Negative
im divorced im only26 im divorced,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
took hour,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
look ross gottaunderstand us havent relationship lasted longer mento,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
know scariest part iftheres one woman everybody yknow mean get one woman thatsit unfortunately case one woman,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Negative
talking one womanthats like saying theres one flavor ice cream lemme tell somethingross theres lots flavors theres rocky road cookie dough bingcherry vanilla could get em jimmies nuts whipped cream thebest thing ever happened got married like eightwelcome back world grab spoon,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
ever since walked uh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
wanna spell withnoodles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
fifth date kindarevelation,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
isnt,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah yeah think wereyou gonna say,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
know spit probably whatyou need right um long,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
still think um might want thatfifth date,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Negative
angelas screamerandrea cats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yknow figure canmake coffee isnt anything cant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
invade polandthere isnt anything cant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
stop,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Negative
im telling last nightwas like umm birthdays graduations plus barn raising scene,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
wasnt real date hell youdo real date,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
shut put table back,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
right kids gotta get work idont input numbers doesnt make much difference,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah jobs see thats webuy stuff,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
doubt mostly regional work,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh wait wait unless happened catchthe reruns production pinocchio,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Negative
today sleep okaytalk barry cant stop smiling,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
see look like slept witha hanger mouth,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
oh wow trouble,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
want wedding dress hardly used,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
think gettinga little ahead selves,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
sex didnt,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
oh hate im pushing aunt roz throughparrot jungle youre sex,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
mean know paul like know paul,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
kidding take credit paul yknow nosnap turtle two years,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
assume looking answer sophisticated get youinto bed,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hate men hate men,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
like sort ofbeacon dogs men severe emotional problems hear,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
guess,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
kidding im trained nothing laughed twelveinterviews today,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
would found john david boots sale fiftypercent,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
theyre new dont need job dont need parents ive gotgreat boots boots,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
howd pay,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh credit card,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god come youguys really necessary mean stop charging anytime want,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
youre welcome remember first came city wasfourteen mom killed stepdad back prison gothere didnt know anybody ended living albino guy likecleaning windshields outside port authority killed foundaromatherapy believe know exactly feel,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Negative
dont think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
cmon cut cut cut cut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
yknow thinkwe leave kinda like symbolic gesture,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
cut cut cut cut cut cut cut,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
thats pauls watch put back found oh boyalright goodnight everybody,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
goodnight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
really dont want,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
split,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh always figured thought monicas geekyolder brother,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
see ya waitwait whats,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
oh wouldnt know greatbutt came bit ya,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Negative
yeah yeah ill cup coffee,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah hey heres idea dont use wedding china today,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
honey keeps canceling us take hint,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
something gets broken theyre expensive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
ok something gets broken queen comes,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
wow parade really good year man horses crap,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Negative
muskogee thats like four hours tulsa woo hoo,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
yeah totally forgot im supposed cant believe forgot usually write stuff like arm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
guess im going come really good reason wasnt producers going mad sat us yesterday said everyone 600 sharp,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
well proved wrong,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
hide rings,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
aw,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Negative
oh know know ive crazed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh yeah well unless pushed desk vagina shakes head thing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
listen um hair straightener honey really need one im going dinner boyfriends house,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
mh hmm,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
uh emma,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
creepy guy high school huge crush since like ninth grade,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Negative
im talking rachel fat,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
careful hands chandler china plate careful careful,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
ill tell rest lives ill careful told otherwise looks china hey wait minute isnt china picked,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
know left store chose different ones,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well offense honey taste little feminine,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
need good lie,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
need good lie explain wasnt work thing today,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ooh honey stink lying,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh really okay let ask something yesterday coffee house went bathroom came back muffin gonewho took,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
somebody opened door coffee house raccoon came running went straight muffin said hey dont eat thatthats phoebes said pause said joey stink lying going,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
dont worry dont worry well come good lie ill help practice,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
uh forgetting work thing rolls sleeve right arm shows phoebe looks,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
pick grandma airport,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh man,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
sure dont live,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
god unbelievable,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
boyfriend canceled mean finally find real relationship mean someone spend day wife comes back town swear almost worth dating married guys,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
dont say,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
oh amy dont cry amy um ross could talk private,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ok fine dont want bonding much dont want telling emma needs nose job,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative
ross know may need onewere going make peace,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative
oh god youre days lives,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
pheebs still need help,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
oh right ok um ok lie tell way tell example look ground youre talking people know youre lying,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh dont know hard know mean lying basically acting terrfic actor,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh put nap,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh thinking know would incredible guys died,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
would get baby mean know would like movie like first wouldnt know would rise occasion would get makeover id get married,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
listen guys could stop anything cause know youd dead thinking changing name im really big fan emily,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
honey dont know tell um something happen ross ross rachel knock wood um wouldnt get baby,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
well havent offically asked yet would want monica chandler,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
dont believe hold second guys die dont get baby,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
connected mean shes shes lump,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
know guys got say means much would trust child mean know monica trying baby know ive doubts skills father two two starts cry,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Negative
hey come plates less fancy everyone elses trust fancy plate,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
slap face im sister would give baby strangers,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
