Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
okay i’ll see back home ever get flight ofhere,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
yeah well…nah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh wow uh okay uh maybe umm yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
cool,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh okay we’re going yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
emily,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hey guys,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
think,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
eyes eyes chandler’s eyes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
got glasses,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well youyou’ve always glasses,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
sure,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
feminine,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
sweetie think glasses look great make look really sexy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
guys want engagement present,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
that’s okay pheebs we’re party anything soyou don’t get us…,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
oh already one,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey know want,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
uhhuh yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
mean one grandmother made swear deathbed thati would never let family,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Positive
break heart—oh right,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay i’m gonna mom makes world’s bestchocolate chip cookies,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
kids gonna,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey how’s boat,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
great i’m finally getting sailing stuff,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh finally took marina huh,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
well it’s good finally place,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
could,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah i’ve sailing whole life fifteen dadbought boat,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
boat,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
know thinkin’,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
free bird what’s,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
wow that’s great dad must really like doesn’t askjust anyone play,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well diddid correct,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
ii thought would fun way,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
cool maybe something every week,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh know youyou,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
anybody know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
oh get engagement present,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
don’t worry pheebs,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
one got engagement present,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive
yeah bet,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay owe present,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
two i’ve engaged twice,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay i’m gonna go basic points one timeare ready,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
say coming,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right definitely taste nutmeg,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey sailing,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
guys,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
know,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
gave father lap dance,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Positive
put much steam,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
okay whwhwhy happen,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
come it’s big deal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
big deal there…there touching things,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
oh still tells story monica tried escape fromfat camp,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
thank,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well hello gettin’ back water matey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
good teacher say put beer pinhead,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
well good student drink seven beers first lesson,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
you’ll nice,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
i’ll nice,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
and—joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
want learn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
let’s give shot,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay man,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
friday night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohh pretty good,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah good batch 17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
one,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
oh yeah batch 17 good,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
ohh yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
it’s left sweetie that’s okay sweetie that’s atough one,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
nono nonono quiet said love yelling,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Positive
you’re finished yet won’t greens donot quit,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yes yes you’re still yelling,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
well hey learn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah come,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
y’know bet would actually make grandmother happy toknow we’re trying figure recipe bet she’s lllookin’ upat us smiling right,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
looking,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
well i’ve tried everything give guess i’m gonnabe mom makes world’s best chocolate cookies make best duckconfit broccoli rabe kids love right,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
that’s think,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
name,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
nesele toulouse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
found,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Positive
well joey hate admit way sailing lot fun,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ohh we’re sailing,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
pull,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
else,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
thank,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
monica tell great band called swing kingsthat we’re trying get play wedding,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
since swing music,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
oh since forever used go town listening bands,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
chandler,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
job,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
staying way,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
twelve,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive
oh yeah added three,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
peanut butter fingers,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
sure that’s one great things engagedi’m nervous talking pretty girls anymore,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
kristen hi uh new area ‘cause youare…i’d love show around sometime,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
ah,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
umm say you’re gonna starving moving yousay take dinner tonight,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh i’d like,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh god look beautiful,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Positive
yeah one can’t believe found,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well i’m monica geller ball like baby,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
found dress yet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh dresses amazing way couldafford one,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive
oh thanks tip,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah soso getting married,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh i’m like try,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
thing,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh may 15,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oooh it’s getting close,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
jeffery,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
met show photos nude wedding,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
best man wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
know almost called wedding oh who’s band,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh fiancee wants swing kings,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
i’m moving,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh uh give hand,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
boyfriend,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
kristen,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
i’ll remember,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh plans tonight,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
tomorrow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
look strong don’t take grab one theboxes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
got,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh they’re pushing they’re pushing,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Positive
well i…,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
megan,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
monica,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
came,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
dress,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yes saw wearing,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
you’ll see buying,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
find dress,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
gotta hold hand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
listen sorry didn’t stop last night date,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well check really hot girl moved rightacross street,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
really right across street,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
when’d meet,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Positive
excellent y’know ross met somebody,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh yeah,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
hi how’d go,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh great we’re going saturday found she’salso seeing guy,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Positive
well obviously one us keep dating,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
obviously decide,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
that’s interesting check date her…,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeahyeah like go another direction…,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
okay okay go,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah well order food,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
joey look don’t don’t let decide okayheyhey we’ll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
right well guess i’ll dates,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
thinking like hundred,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh…,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
you’re,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
girl megan booked swing kings day ourwedding said couldn’t back unless gave dress,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
gonna dress,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
well figure way talk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
hey what’s,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
wanted come y’know wish good luck date,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
oh thanks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah time meeting,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
800 reservations grammercy bistero,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
wow that’s like 20 minutes you’d better get dressed,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
dressed,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
that’s right,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohoh that’s way it’s gonna huh yeah break therules y’know,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Positive
oh yeah gonna,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
surprised,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
well we’ll see,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Positive
yeah swing music,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
phoebe he’s gotta,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
love swing music,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
look know monica went see fun andthere’s another reason,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well reason,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
well it’s monica dancing itwas…the first time knew that…you woman wanted dance mydances,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
said table ready minutes,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
back feeling better,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hi,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh like place technically technically i’m breakingany rules i…,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
table ready couple minutes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yeah so…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
that’s right that’s right don’t play woman,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
woman man’s body,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
much better,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
y’know ross it’s funny ‘cause look familiar metoo ever married,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Positive
well yes yes fact umm day kristen weretalking i’ve married,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah little eric,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
you’ve married one time,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
well umm…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
you’ve married twice,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
two know,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey leave marcel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Positive
fine ever got stuck pair leather pants,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
hi honey i’m home,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
y’know it’s funny started it’s scary meso could come please,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Positive
i’m wearing wedding dress,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
oh got wedding dress that’s great,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yeah i’m keeping,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
okay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right what’s going,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
yeah laugh want ten minutes we’re gonna youngerlooking skin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hes coming cool cool cool,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
nice hat,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
come,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
cant believe,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Positive
phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay hes lawyer teaches sculpting side candance,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
oh hes kinda guy youre talking hes listeningyknow saying yeah understand really wondering look like naked,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Positive
know,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
conscious men city two,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah wewe feel kinda responsible,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
exactly,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
chandler gotta tell love moms books love books icannot get plane without one mean cool,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
cmon chandler love mom think shes blast,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
say shes mom,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
oh please,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
bona sera,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
rigatoni get back rome,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Positive
last night,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
hey hey hey shes,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
shhh busy beaming pride,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thats much information,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Positive
burst flames,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Positive
glen could glen,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
ooh agamemnon,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
oh watched show whatd think,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
know,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
im,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ygo ross,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
myyy mother ladies gentlemen,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yeah messages room 226,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
okay slugger,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
tonight,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
one hes licking,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Positive
youre good,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh ross listen sold hundred million copies mybooks yknow,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hes hero know hero,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
please,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
really cmon youre smart youre sexy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
gonna fine believe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
hey chandler,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive
right big deal,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
bizarro world broke code,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
code,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
guys,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yeah well didnt call leave grip size,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
dont know god well like shes regular mom yknowshes shes sexy shes,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
well way,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
ill know gloria tribbiani handsome woman dayalright think easy giving birth seven children,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well playing raquetball,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
ciao bela,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
gonna tell,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
would tell,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Positive
ask,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hi,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
youre friend ii tell,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Positive
cant believe paolo kissed mom,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Positive
uh yknow knowledge tricky thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hey hey hey youre lucky caught else knowswhat woulda happened,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
thanks man big help,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
know,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
chandler,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
