Cleaned_Dialogue,Song Recommendations
right right right well wants go cultural places dont know talk stuff gotta help,Bad Liar
please cmon youre smartest person know really like girl ok dont wanna lose,Time of Our Lives
thanks,A Million Dreams
ok lets see oh take met,Sandstorm
oh met metropolitan museum art,goosebumps
yeah place,Young Dumb & Broke
ok right ill take met,Moves Like Jagger
yeah uh uh ok theres great rare bookstore madison avenue know loves architecture know take walk fifth saint patricks cathedral theres great little pastry shop shed love,Time of Our Lives
geez sounds like going date,Rock You Like A Hurricane
whoa whoa whoa slow go,Chop Suey!
ok,Hall of Fame (feat. will.i.am)
got tell exactly,Toxicity
ok walk museum take right thats antiquities wing ancient egypt mesopotamia byzantine empire,Dance Off (feat. Idris Elba & Anderson .Paak)
deposit specimen know usually call 900 number kind talk thanks got,Hall of Fame (feat. will.i.am)
hey honey test hall sure youre going ok,Not Afraid
oh come,B.Y.O.B.
ah ahahahhahaa great,Safe To Say
hey probably fertile lets go home,Smooth Criminal - 2012 Remaster
okay im swedish,Organ Variation
whats name,Party Monster
oh interesting name,Beautiful Alien (feat. AI AM) - Radio Edit
idea said,Chop Suey!
yeah yeah means know dont time,Bleed
ok know gotta say im really impressed able memorize quickly,A Million Dreams
wow,Immigrant Song - Remaster
ok lets move renaissance,Smooth Criminal - 2012 Remaster
yeah yeah hard part,Safe To Say
oh well know probably,Lose Yourself
oh chandler look monica meant children sure gonna fine,Titanium (feat. Sia)
wow ikea rich culture uhm know friend masseuse,Free Bird - Edit
know,Immigrant Song - Remaster
come,Sugar
tips included,B.Y.O.B.
know right,Not Afraid
good pheebs,Body (Remix) [feat. ArrDee
hey met,Old Town Road
museum amazing,Waterloo
yeah joey really knows art huh,Can't Hold Us (feat. Ray Dalton)
yeah guess thats true,Kaer Morhen
sweet plus hes,Yellow
glad could help man,Young Dumb & Broke
hey sweetie,Let Me Love You
doctor connelly called,Safe To Say
actually us,I Made It
chandler,Toxicity
well gonna gonna figure,Whatever It Takes
good morning phoebe,Pumped Up Kicks
mark,Bleed
okay it’s it’s,Bad Liar
hey want drink,Location
who’s,Heaven and Hell - 2008 Remaster
mark,Trndsttr
umm honey look came,Symphony (feat. Zara Larsson)
hey come dance married ‘cause that’s okay,Don't Start Now
hey,Play with Fire (feat. Yacht Money)
how’s big anniversary dinner,Thunder
ohhh nice,Blinding Lights
yeah it’s okay ross left mark came,Take on Me
oh,Monster
rachel mark,Toxicity
nono it’s okay calm mark talked realisedhow much love stupid brother yeah got problems really want tomake work,Calm Down
yeah,Can't Feel My Face
love,Señorita
love,Let Me Love You
chloe chloe how’s coming,Enemy (with JID) - from the series Arcane League of Legends
apartment,The Hardest Part
that’s great guys,Can't Feel My Face
yeah,Orinoco Flow
must happy,Blinding Lights
good luck girlfriend,Whatever It Takes
hi ohhh got message,Safe To Say
yeah oh hey right time,Often
yes much,Moves Like Jagger
hey,Orinoco Flow
wow spirit old indian women living mine,Heat Waves
mailman downstairs brought mail,Lose Yourself
oh good thanks,Young Dumb & Broke
fabutec,Cotton Eye Joe
yes seen,Cake By The Ocean
oh it’s incredible want waxine girl,Sunrise
know,ZT (3x3)
god think really doesn’t hurt ‘cause dothat,Heaven and Hell - 2008 Remaster
hello organic substances recently discovered depths rainforest,Beautiful Alien (feat. AI AM) - Radio Edit
best stuff,Levitating
think god ah i’m hell mean gonna dorachel’s like ‘i love let’s work this’ ican think ‘what gonna gonna say’ tellher,Cirice
look ross look i’m board totally honesty thing amjust stuff that’s gonna get trouble,Paranoid - 2012 - Remaster
trail,Bad Liar
okay okayokay ah chloe works guy issac issac’ssister jasmine jasmine works message place phoebe phoebe’sfriends rachel that’s trail,Dance Off (feat. Idris Elba & Anderson .Paak)
painfree,Bad Liar
glad didn’t start bikini strips,A Million Dreams
taking watch,Paranoid - 2012 - Remaster
took watch,Symphony Of Destruction - Remastered 2012
keep listen tell anyone us,Bleed
oh well tell issac everything,Hall of Fame (feat. will.i.am)
dog,Duality
oh right rachel chick coffee place,B.Y.O.B.
yeah that’s one listen don’t want hurt,Wake Me up When September Ends
yeah listen keep information,Kaer Morhen
actually we’re,Free Bird - Edit
yeah,Young Dumb & Broke
we’re,Royals
we’re,B.Y.O.B.
okay we’re,Bad Liar
right,Bleed
fine need know you’re gonna tell sister,Bad Liar
promise tell,Royals
met phoebe’s birthday party i’m i’m ross geller,I Feel It Coming
yes,Often
i’m agreeing listen happen tell phoebeyet,Toxicity
right,Don't Panic
thank thank,Blinding Lights
oh,Trndsttr
we’re right,Calm Down
it’s okay it’s okay,Free Bird - Edit
oh that’s mature,All We Know
okay fine pull,Attention
that’s right,Not Afraid
rachel,Summer Of '69
get,Unsainted
wanna stay wanna talk,Demons
okay right,Play with Fire (feat. Yacht Money)
good,Bonfire
good good,Ain't No Rest for the Wicked
different,Kaer Morhen
good different,Snow (Hey Oh)
okay okay okay okay,Cotton Eye Joe
something,Toxicity
yeah never cheat rachel,Treat You Better
yet worth jeopardising relationship,Eye For an Eye
well sure hell time wake,Heaven and Hell - 2008 Remaster
they’ll know we’ve listening,Paranoid - 2012 - Remaster
oh sweet think i’m falling love overagain,Señorita
yeah we’ll fine,It's My Life
you’d okay knew mark kissed nakedwith made love,I Don’t Wanna Live Forever (Fifty Shades Darker)
come rach tell you’re thinking,Chop Suey!
i’m thinking i’m gonna order pizza,Rock You Like A Hurricane
order pizza like ‘i forgive you’,Location
could eat wax it’s organic,Katy Perry & Big Sean)
oh great food hair,B.Y.O.B.
anchovies,Don't Panic
ah extra anchovies,Paradise
that’s okay i’ll pick ‘em,It's My Life
last piece want,Pumped Up Kicks
yeah come it’s ross rachel they’ve got,Snow (Hey Oh)
well yknow i’ve walking way since high schoolyknow yknow guys walk room everybody takes notice think ineed ‘take notice’ walk,New Rules
actually saying words,Sugar
that’s,Don't Panic
that’s,Chop Suey!
okay okay okay,Moves Like Jagger
come,Painkiller
let’s go,C'mon - Single Version
wow,Old Town Road
barry mindy,Bleed
ohhoh wasn’t cheating,The Hills
know mean i’ve always wondered different lifewould ifif i’d never gotten divorced,Kaer Morhen
time,Don't Panic
first time seriously imagine carol hadn’t realized shewas lesbian,We Are Young (feat. Janelle Monáe)
sure would,Fivio Foreign & Darkoo]
hey imagine never got fired,Can't Feel My Face
nono ross geller,Rain
ohh course monica’s brother,Immigrant Song - Remaster
yeah right,Bad Liar
wow,We Are Young (feat. Janelle Monáe)
oh really really great yeah aactually she’s right thestreet umm dodo know stop bye say hi,Smooth Criminal - 2012 Remaster
ohh would love,Let Me Love You
yeah ohoh she’d excited,C'mon - Single Version
ohh okay,Cake By The Ocean
it’s okay somesome kid asked pick idon’t…,Bleed
thanks,A Million Dreams
yeah y’know hazelnut actually nutit’s seed,Immigrant Song - Remaster
hey,Kaer Morhen
okay,Don't Panic
hey may money still pride,I Write Sins Not Tragedies
really,Heaven and Hell - 2008 Remaster
that’s great would great let’s,Snow (Hey Oh)
oh right great welcome aboard,E1 (3x3)
okay,Alors on danse - Radio Edit
right,Can't Feel My Face
hey phoebe guess,We Are Young (feat. Janelle Monáe)
hey mon,Alors on danse - Radio Edit
hey,Savage Love (Laxed - Siren Beat)
oh yeah,Waterloo
hi,Can't Feel My Face
oh yeah right are—do still music,V
rach he’s friend,Pumped Up Kicks
well it’s kinda hard friends drake busyschedule fact he’s real,Toxicity
he’s coming he’s coming,Blinding Lights
well it’s always nice meet fans,Paradise
ah,Beautiful Alien (feat. AI AM) - Radio Edit
yes,Snow (Hey Oh)
well umm i’ve lot karatay,Dance Off (feat. Idris Elba & Anderson .Paak)
yeah,Free Bird - Edit
long since sex,Free Bird - Edit
well last weekend…,V
…will two months…,Through the Fire and Flames
oh,Sugar
okay think got,Hey Look Ma
oh great beeps codes one bring mefood two,Toxicity
wow amazing else else,Blinding Lights
well,No Time for Caution
righty say head back place,Smooth Criminal - 2012 Remaster
that’s line show,Old Town Road
okay watch much tv,Bleed
yeah,Immigrant Song - Remaster
yeah sure iced tea would great,Don't Panic
okay anything sir,Not Afraid
honey morning fun huh hopping showerthere,Young Dumb & Broke
look carol umm thinking maybe uh maybe spice thingsup little,Collar Full
carol sex life is—it’s working…,Ain't No Rest for the Wicked
like,Schism
sold story,Don't Panic
wanna share,Trndsttr
okay,ZT (3x3)
it’s,Free Bird - Edit
what’s,Beautiful Alien (feat. AI AM) - Radio Edit
fresh squeezed orange juice,Blinding Lights
hey joey chandler sold story,Blinding Lights
oh god that’s great congratulations what’s story,We Are Young (feat. Janelle Monáe)
kidding love archie whole gang,Really Love (feat. Craig David & Digital Farm Animals)
oh mon listen ask okay joey tribbiani invited back tohis apartment lot girls,Cotton Eye Joe
yeah lot lot lot,Can't Feel My Face
ohh i’m one wow oh cannot believe imean joey tribbiani,Savage Love (Laxed - Siren Beat)
well you’re,Bleed
monica you’ve you’ve done right,Don't Panic
y’know right,There's a Good Reason These Tables Are Numbered Honey
oh know virgin,B.Y.O.B.
put,Nightmare
oh give,Dance Off (feat. Idris Elba & Anderson .Paak)
got,E1 (3x3)
give,The Ballad of Mona Lisa
thank god,Savage Love (Laxed - Siren Beat)
goodbye god speed hope brady,🪐
hope hope,The Middle
oh drake,Kaer Morhen
ooh actually i’ve making list women know whomight,The Ballad of Mona Lisa
yeah ooh know gail rosten twice so…,Symphony (feat. Zara Larsson)
oh,I Feel It Coming
hey pheebs,Señorita
hey how’s going,Young Dumb & Broke
put honey,Pumped Up Kicks
two girls whispering,Symphony Of Destruction - Remastered 2012
listen phoebe he’s right people supposed heartattacks 31,Demons
well used like playing guitar,Chop Suey!
yeah lucrative smart like brother,Fivio Foreign & Darkoo]
ohh mean it’s realistic,Paradise
yeah life’s pretty great isn’t,Sparks
yeah sure,Snow (Hey Oh)
people,Bleed
y’know it’s funny studying communicablediseases…,YOUTH
nonono it’s sensual,Immigrant Song - Remaster
we’re really gonna huh,Thunder
looks like,Young Dumb & Broke
thank much coming,Party Monster
oh wouldn’t miss world,Thunder
i’mi’m ross way,Dance Off (feat. Idris Elba & Anderson .Paak)
thank much,Blinding Lights
hot,Thunder
yeah,Young Dumb & Broke
stop that’s funny,Symphony Of Destruction - Remastered 2012
tonight,Attention
well tonight was—was going first time,Play with Fire (feat. Yacht Money)
right relax mr i’ve sex four times,Royals
four different women i’ve sex way times,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
many,Don't Panic
nine,Kaer Morhen
waiting perfect guy,Calm Down
well good good really think roger perfectguy,Heaven and Hell - 2008 Remaster
hey that’s tell girls,There's a Good Reason These Tables Are Numbered Honey
sweet wonderful gonna happenfor,Often
oh really wanna,C'mon - Single Version
well dr drake always tell say joey ipretty much make,Bad Liar
yeah,Royals
go let ask question,I Dunno (feat. Dutchavelli & Stormzy)
last time someone told beautiful,Symphony (feat. Zara Larsson)
wow can’t can’t feel hands,Raining Blood
come come,Someone In The Crowd
like,Young Dumb & Broke
well helps three would fortonight right,I Dunno (feat. Dutchavelli & Stormzy)
noo okay,Monster
umm uhh moves,Chop Suey!
moves,There's a Good Reason These Tables Are Numbered Honey
chandler,Bad Liar
know i’ll tell something gonna,Moves Like Jagger
seeing,Raining Blood
i’m married that’s right married woman icame tv star’s apartment affair uck,Symphony Of Destruction - Remastered 2012
ring cave yeah,Cotton Eye Joe
yes yes every time look want remember,Levitating
thought ring stood caprice’s undying love herbrother,Then We'll Talk
look want ring,Astronaut In The Ocean
yeah,Body (Remix) [feat. ArrDee
look you’re,Cake By The Ocean
i’ve learned lesson,Hall of Fame (feat. will.i.am)
hey joe did… ever threesome,Bad Liar
right amazing,Someone In The Crowd
okay,Young Dumb & Broke
okay—did right,Duality
look it’s ever go party thinkwould,Toxicity
ohoh absolutely,Can't Feel My Face
got right,Into the Unknown - Panic! At The Disco Version
one,Bleed
kept kicking away,B.Y.O.B.
well hey least got see lot stuff right,Don't Panic
oh,Bad Liar
little yeah made snack,Often
yeah ya,Not Afraid
sounds good,Often
really,Snow (Hey Oh)
uh want something tonight,Collar Full
okay,Don't Panic
yeah totally totally,Buni
great it’s amazing mean last time dr roger came iwas,Cake By The Ocean
bet,Moves Like Jagger
ohh god barry,Beautiful Alien (feat. AI AM) - Radio Edit
surprise look who’s back,Cake By The Ocean
phoebe,Don't Panic
jack hey,Savage Love (Laxed - Siren Beat)
you’re office look made lot cash thiscompany okay talking,American Idiot
right,Don't Panic
hey pheebs how’s going,Symphony (feat. Zara Larsson)
wow well welcome back,Savage Love (Laxed - Siren Beat)
hi ross,Can't Feel My Face
hey rachel,Levitating
joey tribbiani,Don't Panic
well see please tell i’m looking forhim,I Dunno (feat. Dutchavelli & Stormzy)
thatthat’s always good news okay,Free Bird - Edit
i’m great i’m fine i’m sooo good knowwho’s great men you’re man right ross,American Idiot
sit,Astronaut In The Ocean
seriously seriously,Animals
didn’t spend last night joey’s,Toxicity
hey,Someone In The Crowd
men,Don't Panic
men guy know,Bad Liar
good day married people huh,Hold
would,Toxicity
chandler,Viva Las Vengeance
one woman wasn’t,Play with Fire (feat. Yacht Money)
two,New Rules
including,Bad Liar
yeah rightyserious,Beautiful Alien (feat. AI AM) - Radio Edit
oh yeah,Orinoco Flow
everything need know first kiss,Bonfire
absolutely,Young Dumb & Broke
good good mm doesnt seem littleangry,Bleed
well issues,Somebody That I Used To Know
